Codigo;Matricula;Fecha_Matriculacion;Marca;Modelo;Tipo;Variante;Clasificacion_medioambiental;Combustible;Cilindrada;Potencia;Numero_Plazas;Fecha_inicio_prestacion_servicio_taxi;Eurotaxi;Regimen_Especial_Eurotaxi;Fecha_inicio_Regimen_Especial_Eurotaxi;Fecha_fin_Regimen_Especial_Eurotaxi;Fecha
1430093;0552JPL;02/06/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;10/06/2016;NO;NO;;;12/11/2018
1388811;2377JHR;25/08/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;28/08/2015;NO;NO;;;12/11/2018
1439519;8152JTH;20/10/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;21/10/2016;NO;NO;;;12/11/2018
1297228;2018HRM;06/06/2013;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;06/06/2013;NO;NO;;;12/11/2018
1298793;4805HRX;01/07/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;02/07/2013;NO;NO;;;12/11/2018
1267928;0780HMV;05/11/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;06/11/2012;NO;NO;;;12/11/2018
1219083;4686HBL;24/01/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;25/01/2011;NO;NO;;;12/11/2018
1439342;1448JTG;14/10/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;21/10/2016;NO;NO;;;12/11/2018
1299207;5960HRZ;08/07/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;08/07/2013;NO;NO;;;12/11/2018
1433475;0725JRP;18/07/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;19/07/2016;NO;NO;;;12/11/2018
1226379;7155HDT;08/06/2011;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;09/06/2011;NO;NO;;;12/11/2018
1433035;8061JRJ;07/07/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;11/07/2016;NO;NO;;;12/11/2018
1445285;2352JVY;30/12/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;03/01/2017;NO;NO;;;12/11/2018
1190202;0896GWR;26/05/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;28/05/2010;NO;NO;;;12/11/2018
1310850;7981HTX;12/12/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;13/12/2013;NO;NO;;;12/11/2018
1309492;7099HTR;25/11/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;26/11/2013;NO;NO;;;12/11/2018
1150327;4722GMF;11/05/2009;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;12/05/2009;NO;NO;;;12/11/2018
1269709;2646HND;10/12/2012;SKODA;SUPERB;3T;AACFFBX01/NFM6*******;B;DIESEL;1968;103;5;10/12/2012;NO;NO;;;12/11/2018
1444414;1483JVM;14/12/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;20/12/2016;NO;NO;;;12/11/2018
1485403;5423KFM;23/11/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;27/11/2017;NO;NO;;;12/11/2018
1336657;6507HWW;24/04/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;24/04/2014;NO;NO;;;12/11/2018
1257744;9748HKB;03/04/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;04/04/2012;NO;NO;;;12/11/2018
1484784;6974JKG;21/11/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;17/11/2017;NO;NO;;;12/11/2018
1156430;6395GPJ;01/09/2009;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;03/09/2009;NO;NO;;;12/11/2018
1332000;7388HVW;25/02/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;27/02/2014;NO;NO;;;12/11/2018
1161695;7413GRV;19/11/2009;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;20/11/2009;NO;NO;;;12/11/2018
1481597;0391KDF;25/09/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;28/09/2017;NO;NO;;;12/11/2018
1159504;8250GPY;06/10/2009;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;20/10/2009;NO;NO;;;12/11/2018
1198337;0119GZF;25/10/2010;SKODA;SUPERB;3T;AABXEX01/NFM5********;B;DIESEL;1896;77;5;28/10/2010;NO;NO;;;12/11/2018
1332867;1798HWC;10/03/2014;SKODA;SUPERB;3T;ACCFFBX01/NFM6*******;B;DIESEL;1968;103;5;11/03/2014;NO;NO;;;12/11/2018
1268633;6775HMW;14/11/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;20/11/2012;NO;NO;;;12/11/2018
1423736;6397JNC;12/04/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;13/04/2016;NO;NO;;;12/11/2018
1304545;6120HSZ;01/10/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;03/10/2013;NO;NO;;;12/11/2018
1218753;0050HBK;17/01/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;19/01/2011;NO;NO;;;12/11/2018
1482875;8730KDM;19/10/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;19/10/2017;NO;NO;;;12/11/2018
1386003;5779JGW;13/07/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;14/07/2015;NO;NO;;;12/11/2018
1195458;8765GYM;03/09/2010;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;03/09/2010;NO;NO;;;12/11/2018
1353792;1199JBT;19/12/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;22/12/2014;NO;NO;;;12/11/2018
1193534;8451GXX;21/07/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;22/07/2010;NO;NO;;;12/11/2018
1259457;0801HKN;10/05/2012;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;14/05/2012;NO;NO;;;12/11/2018
1290506;3682HPC;01/03/2013;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;04/03/2013;NO;NO;;;12/11/2018
1311494;6181HTZ;19/12/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;20/12/2013;NO;NO;;;12/11/2018
1422553;2123JMP;18/03/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;31/03/2016;NO;NO;;;12/11/2018
1337705;6148HXC;08/05/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;08/05/2014;NO;NO;;;12/11/2018
1385188;9792JGR;02/07/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;03/07/2015;NO;NO;;;12/11/2018
1194423;8915GYF;05/08/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;06/08/2010;NO;NO;;;12/11/2018
1348134;2098HZN;07/10/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;09/10/2014;NO;NO;;;12/11/2018
1296641;2768HRJ;30/05/2013;SKODA;SUPERB;3T;ACCFFBX01/NFM6*******;B;DIESEL;1968;103;5;30/05/2013;NO;NO;;;12/11/2018
1269579;5734HNC;04/12/2012;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;05/12/2012;NO;NO;;;12/11/2018
1386989;5535JHD;28/07/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;29/07/2015;NO;NO;;;12/11/2018
1142568;9983GKS;03/02/2009;SKODA;OCTAVIA;1U;STAXRX01/NFM5*********;B;DIESEL;1896;74;5;05/02/2009;NO;NO;;;12/11/2018
1232168;4510HGM;03/10/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;04/10/2011;NO;NO;;;12/11/2018
1265381;6037HMG;13/09/2012;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;14/09/2012;NO;NO;;;12/11/2018
1157601;2866GPR;22/09/2009;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;23/09/2009;NO;NO;;;12/11/2018
1297720;6523HRN;12/06/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;13/06/2013;NO;NO;;;12/11/2018
1332383;7497HVX;27/02/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;04/03/2014;NO;NO;;;12/11/2018
1433895;6897JRR;21/07/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;28/07/2016;NO;NO;;;12/11/2018
1163806;9078GSJ;18/12/2009;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;21/12/2009;NO;NO;;;12/11/2018
1183500;5207GTM;22/02/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;22/02/2010;NO;NO;;;12/11/2018
1332521;4688HVZ;04/03/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;05/03/2014;NO;NO;;;12/11/2018
1299393;7652HSB;11/07/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;11/07/2013;NO;NO;;;12/11/2018
1222100;6480HCD;08/03/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;16/03/2011;NO;NO;;;12/11/2018
1385491;0194JGT;06/07/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;08/07/2015;NO;NO;;;12/11/2018
1443751;9822JVK;12/12/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;13/12/2016;NO;NO;;;12/11/2018
1301562;2220HSP;23/08/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;26/08/2013;NO;NO;;;12/11/2018
1431758;7683JRC;29/06/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;30/06/2016;NO;NO;;;12/11/2018
1218064;0858HBH;05/01/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;10/01/2011;NO;NO;;;12/11/2018
1122826;9500GJN;19/11/2008;SKODA;OCTAVIA;1U;STAXRX01/NFM5*********;B;DIESEL;1896;74;5;24/11/2008;NO;NO;;;12/11/2018
1200111;3420GZP;23/11/2010;SKODA;SUPERB;3T;AACFGBX01/NFD6*******;B;DIESEL;1968;125;5;26/11/2010;NO;NO;;;12/11/2018
1303372;0229HSW;18/09/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;19/09/2013;NO;NO;;;12/11/2018
1330758;2184HVR;10/02/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;11/02/2014;NO;NO;;;12/11/2018
1268373;5480HMW;14/11/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;15/11/2012;NO;NO;;;12/11/2018
1340222;0123HXS;06/06/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;06/06/2014;NO;NO;;;12/11/2018
1297680;7895HRN;12/06/2013;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;13/06/2013;NO;NO;;;12/11/2018
1153589;8647GNF;30/06/2009;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;08/07/2009;NO;NO;;;12/11/2018
1292245;0382HPL;25/03/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;25/03/2013;NO;NO;;;12/11/2018
1224476;0269HDC;29/04/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;29/04/2011;NO;NO;;;12/11/2018
1270712;9036HNF;18/12/2012;SKODA;SUPERB;3T;AACFFBX01/NFD6*******;B;DIESEL;1968;103;5;28/12/2012;NO;NO;;;12/11/2018
1444922;3595JVN;16/12/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;27/12/2016;NO;NO;;;12/11/2018
1198661;0474GZJ;02/11/2010;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;03/11/2010;NO;NO;;;12/11/2018
1398652;5293JKR;16/12/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;22/12/2015;NO;NO;;;12/11/2018
1260000;4575HKS;23/05/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;24/05/2012;NO;NO;;;12/11/2018
1308018;2196HTM;08/11/2013;SKODA;SUPERB;3T;AACFFBX01/NFM6*******;B;DIESEL;1968;103;5;12/11/2013;NO;NO;;;12/11/2018
1297517;9913HRM;10/06/2013;SKODA;SUPERB;3T;ACCFFBX01/NFD6*******;B;DIESEL;1968;103;5;11/06/2013;NO;NO;;;12/11/2018
1433875;6593JRV;27/07/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;28/07/2016;NO;NO;;;12/11/2018
1184735;4159GTW;08/03/2010;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;10/03/2010;NO;NO;;;12/11/2018
1309435;5391HTP;20/11/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;26/11/2013;NO;NO;;;12/11/2018
1390927;9885JJB;24/09/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;25/09/2015;NO;NO;;;12/11/2018
1431145;5924JPW;21/06/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;23/06/2016;NO;NO;;;12/11/2018
1339868;4329HXP;03/06/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;04/06/2014;NO;NO;;;12/11/2018
1294684;9253HPW;26/04/2013;SKODA;SUPERB;3T;AACAYCX01/NFM5*********0;B;DIESEL;1598;77;5;29/04/2013;NO;NO;;;12/11/2018
1201449;5922GZY;17/12/2010;SKODA;SUPERB;3T;AACFFBX01/NFM6*******;B;DIESEL;1968;103;5;21/12/2010;NO;NO;;;12/11/2018
1288834;4979HNT;04/02/2013;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;07/02/2013;NO;NO;;;12/11/2018
1190224;4239GWR;27/05/2010;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;28/05/2010;NO;NO;;;12/11/2018
1226803;1270HDX;15/06/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;17/06/2011;NO;NO;;;12/11/2018
1400244;3982JLD;12/01/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;18/01/2016;NO;NO;;;12/11/2018
1384423;6594JGJ;23/06/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;24/06/2015;NO;NO;;;12/11/2018
1256945;6408HJT;16/03/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;21/03/2012;NO;NO;;;12/11/2018
1220791;5373HBW;18/02/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;22/02/2011;NO;NO;;;12/11/2018
1235712;8946HHJ;05/12/2011;SKODA;SUPERB;3T;AACAYCX01/NFM5*********0;B;DIESEL;1598;77;5;09/12/2011;NO;NO;;;12/11/2018
1348656;0549HZR;14/10/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;16/10/2014;NO;NO;;;12/11/2018
1486469;2738KFR;28/11/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;13/12/2017;NO;NO;;;12/11/2018
1483177;4558KDS;18/10/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;24/10/2017;NO;NO;;;12/11/2018
1270179;5442HNF;17/12/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;17/12/2012;NO;NO;;;12/11/2018
1392911;7463JJM;16/10/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;20/10/2015;NO;NO;;;12/11/2018
1226225;0236HDT;06/06/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;07/06/2011;NO;NO;;;12/11/2018
1152370;9079GMV;15/06/2009;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;18/06/2009;NO;NO;;;12/11/2018
1483157;6723KDT;20/10/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;24/10/2017;NO;NO;;;12/11/2018
1336752;3986HWW;23/04/2014;SKODA;SUPERB;3T;AACFFBX01/NFM6*******;B;DIESEL;1968;103;5;25/04/2014;NO;NO;;;12/11/2018
1253028;7105HHV;05/01/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;10/01/2012;NO;NO;;;12/11/2018
1442446;8012JTY;21/11/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;24/11/2016;NO;NO;;;12/11/2018
1349031;6515HZS;20/10/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;21/10/2014;NO;NO;;;12/11/2018
1258523;3728HKG;20/04/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;23/04/2012;NO;NO;;;12/11/2018
1474472;1268JZT;07/06/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;08/06/2017;NO;NO;;;12/11/2018
1473687;7161JZF;23/05/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;26/05/2017;NO;NO;;;12/11/2018
1305093;3508HTC;09/10/2013;SKODA;SUPERB;3T;AACFFBX01/NFM6*******;B;DIESEL;1968;103;5;09/10/2013;NO;NO;;;12/11/2018
1468048;1431JXK;10/03/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;17/03/2017;NO;NO;;;12/11/2018
1194008;6004GYB;28/07/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;29/07/2010;NO;NO;;;12/11/2018
1295903;8027HRD;20/05/2013;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;21/05/2013;NO;NO;;;12/11/2018
1259338;5345HKM;08/05/2012;SKODA;SUPERB;3T;AACFFBX01/NFM6*******;B;DIESEL;1968;103;5;11/05/2012;NO;NO;;;12/11/2018
1426405;8381JNR;04/05/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;09/05/2016;NO;NO;;;12/11/2018
1385130;3317JGN;30/06/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;02/07/2015;NO;NO;;;12/11/2018
1328917;7808HVH;15/01/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;16/01/2014;NO;NO;;;12/11/2018
1386840;7683JHB;23/07/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;27/07/2015;NO;NO;;;12/11/2018
1306843;2649HTJ;30/10/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;30/10/2013;NO;NO;;;12/11/2018
1417610;2514JLP;03/02/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;03/02/2016;NO;NO;;;12/11/2018
1481347;1364KDC;20/09/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;26/09/2017;NO;NO;;;12/11/2018
1444418;0837JVM;14/12/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;20/12/2016;NO;NO;;;12/11/2018
1298199;5406HRS;21/06/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;21/06/2013;NO;NO;;;12/11/2018
1387630;5146JHB;22/07/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;11/08/2015;NO;NO;;;12/11/2018
1267166;5853HMP;22/10/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;23/10/2012;NO;NO;;;12/11/2018
1476701;9378KBM;03/07/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;06/07/2017;NO;NO;;;12/11/2018
1441632;1763JTV;10/11/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;17/11/2016;NO;NO;;;12/11/2018
1194460;2457GYG;06/08/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;09/08/2010;NO;NO;;;12/11/2018
1311367;0253HTZ;18/12/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;19/12/2013;NO;NO;;;12/11/2018
1230929;5002HGD;07/09/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;12/09/2011;NO;NO;;;12/11/2018
1269318;2445HBY;24/02/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;30/11/2012;NO;NO;;;12/11/2018
1390028;8943JHW;10/09/2015;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;14/09/2015;NO;NO;;;12/11/2018
1307616;2656HTL;05/11/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;07/11/2013;NO;NO;;;12/11/2018
1308217;7812HTM;12/11/2013;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;13/11/2013;NO;NO;;;12/11/2018
1235395;6328HHG;29/11/2011;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;02/12/2011;NO;NO;;;12/11/2018
1289575;5668HNX;18/02/2013;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;19/02/2013;NO;NO;;;12/11/2018
1158077;2942GPT;28/09/2009;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;30/09/2009;NO;NO;;;12/11/2018
1194193;0530GYD;30/07/2010;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;03/08/2010;NO;NO;;;12/11/2018
1352132;5164JBL;01/12/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;02/12/2014;NO;NO;;;12/11/2018
1299854;3238HSD;16/07/2013;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;19/07/2013;NO;NO;;;12/11/2018
1337310;8711HWY;30/04/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;05/05/2014;NO;NO;;;12/11/2018
1153290;2285GNG;01/07/2009;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;03/07/2009;NO;NO;;;12/11/2018
1222435;4146HCJ;21/03/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;22/03/2011;NO;NO;;;12/11/2018
1343299;7931HYM;22/07/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;24/07/2014;NO;NO;;;12/11/2018
1266689;7312HMM;09/10/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;11/10/2012;NO;NO;;;12/11/2018
1485078;1533KFK;17/11/2017;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;22/11/2017;NO;NO;;;12/11/2018
1257544;1538HKB;30/03/2012;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;02/04/2012;NO;NO;;;12/11/2018
1268036;4768HMV;07/11/2012;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;07/11/2012;NO;NO;;;12/11/2018
1288776;8790HNT;05/02/2013;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;06/02/2013;NO;NO;;;12/11/2018
1229640;0149HFY;16/08/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5***;B;DIESEL;1598;77;5;17/08/2011;NO;NO;;;12/11/2018
1346783;4869HZF;16/09/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;22/09/2014;NO;NO;;;12/11/2018
1142111;4131GKP;27/01/2009;SKODA;OCTAVIA;1Z;AABSEX01/NFM5********;C;GASOLINA TRANSFORMADO GLP;1595;75;5;28/01/2009;NO;NO;;;12/11/2018
1433463;1467JRP;18/07/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;19/07/2016;NO;NO;;;12/11/2018
1199537;5449GZM;16/11/2010;SKODA;OCTAVIA;1Z;AABXEX01/NFM5********;B;DIESEL;1896;77;5;17/11/2010;NO;NO;;;12/11/2018
1340556;1593HXV;12/06/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;12/06/2014;NO;NO;;;12/11/2018
1181581;9048GSX;21/01/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;25/01/2010;NO;NO;;;12/11/2018
1332731;7203HWB;06/03/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;07/03/2014;NO;NO;;;12/11/2018
1333398;3099HWD;13/03/2014;SKODA;SUPERB;3T;ACCAYCX01;B;DIESEL;1598;77;5;17/03/2014;NO;NO;;;12/11/2018
1194750;3237GYH;12/08/2010;SKODA;OCTAVIA;1U;STAXRX01/NFM5******;B;DIESEL;1896;74;5;18/08/2010;NO;NO;;;12/11/2018
1343087;3479HYM;21/07/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;22/07/2014;NO;NO;;;12/11/2018
1298589;9465HRV;27/06/2013;SKODA;SUPERB;3T;AACFFBX01/NFD6*******;B;DIESEL;1968;103;5;28/06/2013;NO;NO;;;12/11/2018
1352251;2808JBL;01/12/2014;SKODA;SKODA RAPID;NH;AACAYC;B;DIESEL;1598;77;5;03/12/2014;NO;NO;;;12/11/2018
1289591;5175HNX;18/02/2013;SKODA;OCTAVIA;1Z;AACHGAX01/NFM5***;ECO;GLP / GASOLINA;1595;75;5;19/02/2013;NO;NO;;;12/11/2018
1429719;8340JPL;03/06/2016;SKODA;SKODA RAPID;NH;AACXMA;C;DIESEL;1598;85;5;08/06/2016;NO;NO;;;12/11/2018
