Codigo;Matricula;Fecha_Matriculacion;Marca;Modelo;Tipo;Variante;Clasificacion_medioambiental;Combustible;Cilindrada;Potencia;Numero_Plazas;Fecha_inicio_prestacion_servicio_taxi;Eurotaxi;Regimen_Especial_Eurotaxi;Fecha_inicio_Regimen_Especial_Eurotaxi;Fecha_fin_Regimen_Especial_Eurotaxi;Fecha
1020144;2239DTJ;13/12/2005;SKODA;OCTAVIA;;;;DIESEL;0;12;;16/12/2005;NO;NO;;;12/11/2018
550016;6364FVW;14/12/2007;SEAT;TOLEDO;;;;DIESEL;0;12;;18/11/2008;NO;NO;;;12/11/2018
550115;4249GST;08/01/2010;SKODA;OCTAVIA;;;;DIESEL;0;12;;14/01/2010;NO;NO;;;12/11/2018
550142;1561GVY;27/04/2010;SKODA;OCTAVIA;;;;DIESEL;0;12;;01/03/2010;NO;NO;;;12/11/2018
550214;6296HBZ;28/02/2011;SKODA;OCTAVIA;1Z;AACAYCX01/NFM5;;DIESEL;0;11,64;;03/08/2012;NO;NO;;;12/11/2018
550241;9097GYH;16/08/2010;VOLKSWAGEN;PASSAT;3C;AACBBBX0/FM6FM6*******;;DIESEL;0;13;;10/01/2013;NO;NO;;;12/11/2018
550244;3091HJM;29/02/2012;PEUGEOT ;508;8;8D9HRB/PS;;DIESEL;0;82;;23/08/2013;NO;NO;;;12/11/2018
1198109;0800GZC;18/10/2010;CHEVROLET;EPICA;KLAL;LV3/134;B;DIESEL;1991;110;5;25/10/2010;NO;NO;;;12/11/2018
1196804;7686GYS;23/09/2010;CHEVROLET;EPICA;KLAL;LV1/111;C;GASOLINA TRANSFORMADO GLP;1993;105;5;04/10/2010;NO;NO;;;12/11/2018
1182347;5440GTD;02/02/2010;CHEVROLET;EPICA;KLAL;LV3/134;B;DIESEL;1991;110;5;04/02/2010;NO;NO;;;12/11/2018
1194793;2463GYJ;18/08/2010;CHEVROLET;EPICA;KLAL;LV3/134;B;DIESEL;1991;110;5;19/08/2010;NO;NO;;;12/11/2018
1181262;9246GSV;14/01/2010;CHEVROLET;EPICA;KLAL;LV3/134;B;DIESEL;1991;110;5;20/01/2010;NO;NO;;;12/11/2018
1385946;6871JGV;09/07/2015;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;13/07/2015;NO;NO;;;12/11/2018
1469525;9700JXY;05/03/2017;CITROEN;CITROEN C-ELYSEE;D;DBHY;C;DIESEL;1560;73;5;05/04/2017;NO;NO;;;12/11/2018
1428279;1948JPD;25/05/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;26/05/2016;NO;NO;;;12/11/2018
1506104;2235KHJ;07/02/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;12/02/2018;NO;NO;;;12/11/2018
1375194;4480JDB;06/03/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;06/03/2015;NO;NO;;;12/11/2018
1347840;3041HZM;02/10/2014;CITROEN;C4 PICASSO;3;3DAHX*;C;DIESEL;1997;110;5;06/10/2014;NO;NO;;;12/11/2018
1420832;0627JLN;29/01/2016;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;09/03/2016;SI;SI;14/03/2016;07/04/2021;12/11/2018
1443744;8274JVK;12/12/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;13/12/2016;NO;NO;;;12/11/2018
1372757;1060JCK;02/02/2015;CITROEN;C4 PICASSO;3;3DAHR*;C;DIESEL;1997;110;5;04/02/2015;NO;NO;;;12/11/2018
1428253;8854JPB;24/05/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;26/05/2016;NO;NO;;;12/11/2018
1434101;3592JRX;29/07/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;01/08/2016;NO;NO;;;12/11/2018
1354847;2700JBZ;07/01/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;13/01/2015;NO;NO;;;12/11/2018
1426526;0438JNT;06/05/2016;CITROEN;CITROEN GC4 PICASSO;3;3EBHZ*;C;DIESEL;1560;88;5;10/05/2016;NO;NO;;;12/11/2018
1428486;1257JPD;25/05/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;27/05/2016;NO;NO;;;12/11/2018
1523991;2463KPJ;17/09/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;21/09/2018;NO;NO;;;12/11/2018
1385442;8029JGL;26/06/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;07/07/2015;NO;NO;;;12/11/2018
1422859;3460JMY;01/04/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;04/04/2016;NO;NO;;;12/11/2018
1447294;6396JWK;27/01/2017;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;27/01/2017;NO;NO;;;12/11/2018
1386908;6267JGR;02/07/2015;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;28/07/2015;SI;SI;28/04/2015;07/04/2021;12/11/2018
1354311;8986JBW;30/12/2014;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;02/01/2015;NO;NO;;;12/11/2018
1508730;6807KJK;21/03/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;23/03/2018;NO;NO;;;12/11/2018
1376586;6995JDF;17/03/2015;CITROEN;C4 PICASSO;3;3DAHR*;C;DIESEL;1997;110;5;24/03/2015;NO;NO;;;12/11/2018
1443759;9780JVK;12/12/2016;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;13/12/2016;NO;NO;;;12/11/2018
1426824;2750JNW;12/05/2016;CITROEN;C4 PICASSO;3;3DBHY*;C;DIESEL;1560;73;5;12/05/2016;NO;NO;;;12/11/2018
1428636;6140JPD;26/05/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;30/05/2016;NO;NO;;;12/11/2018
1472978;7472JYY;11/05/2017;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;16/05/2017;NO;NO;;;12/11/2018
1387443;6440JHJ;03/08/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;06/08/2015;NO;NO;;;12/11/2018
1510255;5468KKB;16/04/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;18/04/2018;NO;NO;;;12/11/2018
1386207;3600JGX;15/07/2015;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;16/07/2015;NO;NO;;;12/11/2018
1388815;3085JHR;26/08/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;28/08/2015;NO;NO;;;12/11/2018
1518570;1654KNB;24/07/2018;CITROEN;C4 PICASSO;3;DHNY;ECO;GASOLINA TRANSFORMADO GLP;1199;96;5;10/08/2018;NO;NO;;;12/11/2018
1436511;9850JSN;09/09/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;15/09/2016;NO;NO;;;12/11/2018
1430576;6483JPR;14/06/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;16/06/2016;NO;NO;;;12/11/2018
1396722;8196JKG;26/11/2015;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;30/11/2015;NO;NO;;;12/11/2018
1426970;6796JNV;11/05/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;13/05/2016;NO;NO;;;12/11/2018
1437116;9695JSS;20/09/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;22/09/2016;NO;NO;;;12/11/2018
1473446;0021JZC;18/05/2017;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;22/05/2017;NO;NO;;;12/11/2018
1430859;6595JPS;15/06/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;21/06/2016;NO;NO;;;12/11/2018
1432849;6356JRJ;07/07/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO2;FE15;ECO;GLP / GASOLINA;1587;85;5;08/07/2016;NO;NO;;;12/11/2018
1426972;6986JNV;11/05/2016;CITROEN;C4 PICASSO;3;3DAHX*;C;DIESEL;1997;110;5;13/05/2016;NO;NO;;;12/11/2018
1468529;6850JXD;28/02/2017;CITROEN;CITROEN C-ELYSEE;D;DBHY;C;DIESEL;1560;73;5;24/03/2017;NO;NO;;;12/11/2018
1429823;0434JPN;07/06/2016;CITROEN;CITROEN GC4 PICASSO;3;3EBHZ*;C;DIESEL;1560;88;5;08/06/2016;NO;NO;;;12/11/2018
1394812;3044JJX;04/11/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;06/11/2015;NO;NO;;;12/11/2018
1353576;3621JBN;10/12/2014;CITROEN;C4 PICASSO;3;3DAHR*;C;DIESEL;1997;110;5;18/12/2014;NO;NO;;;12/11/2018
1391136;6125JJD;28/09/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;29/09/2015;NO;NO;;;12/11/2018
1400378;9690JLF;18/01/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;19/01/2016;NO;NO;;;12/11/2018
1508597;0827KJK;20/03/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;23/03/2018;NO;NO;;;12/11/2018
1467920;6523JXL;15/03/2017;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;16/03/2017;NO;NO;;;12/11/2018
1510130;3759KJZ;12/04/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;18/04/2018;NO;NO;;;12/11/2018
1379863;3271JFG;04/05/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;05/05/2015;NO;NO;;;12/11/2018
1444912;4016JVT;23/12/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;27/12/2016;NO;NO;;;12/11/2018
1447457;2075JWK;30/01/2017;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;30/01/2017;NO;NO;;;12/11/2018
1433467;2523JRP;19/07/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;19/07/2016;NO;NO;;;12/11/2018
1445992;7088JWC;11/01/2017;CITROEN;CITROEN GC4 PICASSO;3;3EBHZ*;C;DIESEL;1560;88;5;13/01/2017;NO;NO;;;12/11/2018
1432688;3310JRJ;06/07/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO2;FE15;ECO;GLP / GASOLINA;1587;85;5;07/07/2016;NO;NO;;;12/11/2018
1428259;5144JNZ;19/05/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;26/05/2016;NO;NO;;;12/11/2018
1479184;1047KCM;14/08/2017;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;17/08/2017;NO;NO;;;12/11/2018
1433664;7517JRN;18/07/2016;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;21/07/2016;NO;NO;;;12/11/2018
1438459;4785JTC;06/10/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;10/10/2016;NO;NO;;;12/11/2018
1399151;8507JKK;30/11/2015;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;30/12/2015;SI;SI;08/01/2016;07/04/2021;12/11/2018
1420972;7116JLV;16/02/2016;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;10/03/2016;SI;SI;11/03/2016;07/04/2021;12/11/2018
1417532;4466JLN;01/02/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;03/02/2016;NO;NO;;;12/11/2018
1426806;0817JNV;10/05/2016;CITROEN;C4 PICASSO;3;3DAHR*;C;DIESEL;1997;110;5;12/05/2016;NO;NO;;;12/11/2018
1399960;8716JLC;11/01/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;14/01/2016;NO;NO;;;12/11/2018
1437083;5921JSS;20/09/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;22/09/2016;NO;NO;;;12/11/2018
1391381;5634JJF;30/09/2015;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;01/10/2015;NO;NO;;;12/11/2018
1339927;4607HXP;03/06/2014;CITROEN;C4 PICASSO;3;3DAHX*;C;DIESEL;1997;110;5;04/06/2014;NO;NO;;;12/11/2018
1396816;5346JKH;27/11/2015;CITROEN;C4 PICASSO;3;3DAHX*;C;DIESEL;1997;110;5;01/12/2015;NO;NO;;;12/11/2018
1421269;2339JLY;22/02/2016;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;15/03/2016;SI;SI;18/03/2016;07/04/2021;12/11/2018
1443447;3781JVJ;02/12/2016;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;07/12/2016;NO;NO;;;12/11/2018
1375342;8486JDB;09/03/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;10/03/2015;NO;NO;;;12/11/2018
1476343;4177KBK;30/06/2017;CITROEN;CITROEN C-ELYSEE;D;DBHY;C;DIESEL;1560;73;5;04/07/2017;NO;NO;;;12/11/2018
1440566;9144JTN;03/10/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;03/11/2016;NO;NO;;;12/11/2018
1433964;2524JRW;28/07/2016;CITROEN;CITROEN GC4 PICASSO;3;3EAHX*;C;DIESEL;1997;110;5;29/07/2016;NO;NO;;;12/11/2018
1383332;2692JGB;09/06/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;10/06/2015;NO;NO;;;12/11/2018
1439348;4358JTH;19/10/2016;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;21/10/2016;NO;NO;;;12/11/2018
1383397;6736JGB;10/06/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;11/06/2015;NO;NO;;;12/11/2018
1524512;6982KPL;25/09/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;01/10/2018;NO;NO;;;12/11/2018
1395713;5939JKB;13/11/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;19/11/2015;NO;NO;;;12/11/2018
1513037;0073KLG;25/05/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;30/05/2018;NO;NO;;;12/11/2018
1477360;1603KBS;11/07/2017;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;13/07/2017;NO;NO;;;12/11/2018
1418078;7045JLR;08/02/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;09/02/2016;NO;NO;;;12/11/2018
1382580;2241JFV;28/05/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;02/06/2015;NO;NO;;;12/11/2018
1384460;4323JGJ;23/06/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;25/06/2015;NO;NO;;;12/11/2018
1417306;6299JLG;19/01/2016;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;01/02/2016;SI;SI;03/02/2016;07/04/2021;12/11/2018
1508011;3970KJC;08/03/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;14/03/2018;NO;NO;;;12/11/2018
1436750;1392JSS;16/09/2016;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;19/09/2016;NO;NO;;;12/11/2018
1430322;4998JPP;10/06/2016;CITROEN;CITROEN GC4 PICASSO;3;3EAHX*;C;DIESEL;1997;110;5;14/06/2016;NO;NO;;;12/11/2018
1443899;7982JVK;12/12/2016;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;14/12/2016;NO;NO;;;12/11/2018
1444256;6862JVL;14/12/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;16/12/2016;NO;NO;;;12/11/2018
1420616;5250JLG;19/01/2016;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;07/03/2016;SI;SI;05/04/2016;07/04/2021;12/11/2018
1433935;9183JRS;22/07/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;29/07/2016;NO;NO;;;12/11/2018
1421087;0175JMK;09/03/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;11/03/2016;NO;NO;;;12/11/2018
1428902;4444JPG;30/05/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;01/06/2016;NO;NO;;;12/11/2018
1438647;7212JSX;29/09/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;13/10/2016;NO;NO;;;12/11/2018
1379353;5709JDZ;24/04/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;28/04/2015;NO;NO;;;12/11/2018
1386886;7737JHC;24/07/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1;FE14;ECO;GLP / GASOLINA;1587;85;5;28/07/2015;NO;NO;;;12/11/2018
1505840;8945KHG;02/02/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;07/02/2018;NO;NO;;;12/11/2018
1476139;4307KBL;30/06/2017;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;03/07/2017;NO;NO;;;12/11/2018
1393788;1165JJS;27/10/2015;CITROEN;C4 PICASSO;3;3DAHX*;C;DIESEL;1997;110;5;28/10/2015;NO;NO;;;12/11/2018
1488965;1411KGT;12/01/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;19/01/2018;NO;NO;;;12/11/2018
1386423;1042JGZ;17/07/2015;CITROEN;C4 PICASSO;3;3DAHX*;C;DIESEL;1997;110;5;20/07/2015;NO;NO;;;12/11/2018
1438214;7199JTB;04/10/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;06/10/2016;NO;NO;;;12/11/2018
1383212;2470JFY;03/06/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;09/06/2015;NO;NO;;;12/11/2018
1400606;9188JLD;13/01/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;21/01/2016;NO;NO;;;12/11/2018
1508364;9392KJG;15/03/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;19/03/2018;NO;NO;;;12/11/2018
1439344;6134JTG;17/10/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;21/10/2016;NO;NO;;;12/11/2018
1378087;7345JDT;10/04/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;14/04/2015;NO;NO;;;12/11/2018
1468025;3343JXK;10/03/2017;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;17/03/2017;NO;NO;;;12/11/2018
1426551;4208JNT;06/05/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;10/05/2016;NO;NO;;;12/11/2018
1484798;8132KFJ;16/11/2017;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;17/11/2017;NO;NO;;;12/11/2018
1422949;3073JMX;31/03/2016;CITROEN;C4 PICASSO;3;3DAHR*;C;DIESEL;1997;110;5;05/04/2016;NO;NO;;;12/11/2018
1354768;6765JBZ;09/01/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;12/01/2015;NO;NO;;;12/11/2018
1419197;5089JLP;03/02/2016;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;22/02/2016;SI;SI;07/04/2016;07/04/2021;12/11/2018
1386843;6076JHC;24/07/2015;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;27/07/2015;SI;SI;06/11/2015;07/04/2021;12/11/2018
1514200;0648KLV;12/06/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;15/06/2018;NO;NO;;;12/11/2018
1346221;9207HZD;12/09/2014;CITROEN;C4 PICASSO;3;3DAHX*;C;DIESEL;1997;110;5;12/09/2014;NO;NO;;;12/11/2018
1418184;0614JLS;09/02/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;10/02/2016;NO;NO;;;12/11/2018
1197676;3503GYZ;08/10/2010;CITROEN;C8*****;E*****;EBRHD8;B;DIESEL;1997;100;5;18/10/2010;SI;SI;07/04/2015;07/04/2021;12/11/2018
1442997;8793JVF;30/11/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO2;FE15;ECO;GLP / GASOLINA;1587;85;5;01/12/2016;NO;NO;;;12/11/2018
1439523;6198JTF;13/10/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;21/10/2016;NO;NO;;;12/11/2018
1515735;0358KMC;21/06/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;09/07/2018;NO;NO;;;12/11/2018
1437255;6203JST;22/09/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;26/09/2016;NO;NO;;;12/11/2018
1444794;1595JVP;20/12/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;23/12/2016;NO;NO;;;12/11/2018
1513349;3162KLF;25/05/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;01/06/2018;NO;NO;;;12/11/2018
1379612;7066JFC;29/04/2015;CITROEN;CITROEN C-ELYSEE eco-glv;FE-CO1/1;FE14C;ECO;GLP / GASOLINA;1587;85;5;30/04/2015;NO;NO;;;12/11/2018
1430087;2560JPN;08/06/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;10/06/2016;NO;NO;;;12/11/2018
1420007;1158JMD;29/02/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;01/03/2016;NO;NO;;;12/11/2018
1423924;3567JNC;12/04/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;14/04/2016;NO;NO;;;12/11/2018
1395113;1557JJZ;11/11/2015;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;12/11/2015;SI;SI;30/11/2015;07/04/2021;12/11/2018
1395583;5338JJK;08/10/2015;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;18/11/2015;SI;SI;21/01/2016;07/04/2021;12/11/2018
1375346;2510JDB;06/03/2015;CITROEN;C4 PICASSO;3;3DAHR*;C;DIESEL;1997;110;5;10/03/2015;NO;NO;;;12/11/2018
1468220;8950JXM;17/03/2017;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;21/03/2017;NO;NO;;;12/11/2018
1513690;5004KLL;31/05/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;08/06/2018;NO;NO;;;12/11/2018
1442412;1087JTZ;22/11/2016;CITROEN;C4 PICASSO;3;3DBHZ*;C;DIESEL;1560;88;5;24/11/2016;NO;NO;;;12/11/2018
1400351;9995JLB;05/01/2016;CITROEN;CITROEN JUMPY;X;XDAHZ*;B;DIESEL;1997;94;7;19/01/2016;SI;SI;02/02/2016;07/04/2021;12/11/2018
1434978;8080JSF;17/08/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;18/08/2016;NO;NO;;;12/11/2018
1508013;0609KJD;09/03/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;14/03/2018;NO;NO;;;12/11/2018
1438240;6317JTB;04/10/2016;CITROEN;CITROEN C-ELYSEE;D;DDBHY;C;DIESEL;1560;73;5;07/10/2016;NO;NO;;;12/11/2018
1425811;7249JNM;28/04/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;03/05/2016;NO;NO;;;12/11/2018
1506714;8919KHL;15/02/2018;CITROEN;CITROEN C-ELYSEE eco-glv;F;FECE;ECO;GLP / GASOLINA;1587;85;5;21/02/2018;NO;NO;;;12/11/2018
1470977;5194JYM;25/04/2017;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;27/04/2017;NO;NO;;;12/11/2018
1380089;0418JFH;05/05/2015;CITROEN;C4 PICASSO;3;3DAHR*;C;DIESEL;1997;110;5;06/05/2015;NO;NO;;;12/11/2018
1417671;0888JLM;29/01/2016;CITROEN;CITROEN C-ELYSEE eco-glv;FECO2/1;FE15C;ECO;GLP / GASOLINA;1587;85;5;04/02/2016;NO;NO;;;12/11/2018
